,description,spotify_id,name,no_tracks
0,Justin Bieber is on top of the Hottest 50!,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,50
1,"Music from Lil Durk, Playboi Carti and Kid Cudi.",37i9dQZF1DX0XUsuxWHRQd,RapCaviar,50
2,The newest music from Foo Fighters along with the top Rock songs you need to know,37i9dQZF1DXcF6B6QPhFDv,Rock This,50
3,"The world's biggest dance hits. Music from Imanbek & Goodboys, RAYE, Jax Jones and more!",37i9dQZF1DX4dyzvuaRJ0n,mint,79
4,"Today's top country hits of the week, worldwide! Cover: Luke Combs",37i9dQZF1DX1lVhptIYRda,Hot Country,53
5,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Camilo, El Alfa",37i9dQZF1DX10zKzsJ2jva,¡Viva Latino!,50
6,The pulse of R&B music today.  Cover: PARTYNEXTDOOR,37i9dQZF1DX4SBhb3fqCJd,Are & Be,36
7,Your daily update of the most played tracks in United States right now.,37i9dQZEVXbLRQDuF5jeBp,United States Top 50,50
8,Your daily update of the most played tracks right now.,37i9dQZEVXbMDoHDwVN2tF,Global Top 50,50
9,Your daily update of the most viral tracks in the world.,37i9dQZEVXbLiRSasKsNU9,Global Viral 50,50
10,Your daily update of the most viral tracks in United States.,37i9dQZEVXbKuaTI1Z1Afx,United States Viral 50,50
11,"Justin Bieber, Lauv, Foo Fighters, and more kick off the first NMF of 2021!",37i9dQZF1DX4JAvHpjipBk,New Music Friday,60
12,"The songs you loved most this year, all wrapped up.",37i9dQZF1EM2F44UEiL0Fc,Your Top Songs 2020,100
13,Top songs from 2020 that we know you won't want to miss.,37i9dQZF1EOj0RW8MWGOy5,Missed Hits,30
14,Dig deeper into some of your top artists of 2020 with a mix of talk and music.,37i9dQZF1EOAp1RA8EE4ZZ,On Record,21
15,The most-streamed songs in the US on Spotify in 2020. Cover: Roddy Ricch,37i9dQZF1DXaqCgtv7ZR3L,Top Tracks of 2020 USA,50
16,The most-streamed artists in the US on Spotify in 2020. Cover: Juice WRLD,37i9dQZF1DX37ciJqlFxAC,Top Artists of 2020 USA,50
17,The most-streamed female artists in the US on Spotify in 2020. Cover: Taylor Swift,37i9dQZF1DX9NF97u9rJbV,Top Female Artists of 2020 USA,50
18,The most-streamed male artists in the US on Spotify in 2020. Cover: Drake,37i9dQZF1DXchszuUejh5i,Top Male Artists of 2020 USA,50
19,The most-streamed groups in the US on Spotify in 2020. Cover: Cast of Hamilton,37i9dQZF1DX5nzJu5E8s8B,Top Groups of 2020 USA,50
20,The Global Top Tracks of 2020. Cover: The Weeknd,37i9dQZF1DX7Jl5KP2eZaS,Top Tracks of 2020,50
21,The Global Top Artists of 2020. Cover: Bad Bunny,37i9dQZF1DWXgY89J4Sjdb,Top Artists of 2020,50
22,The Global Top Female Artists of 2020. Cover: Billie Eilish,37i9dQZF1DX4QJLfOsEteR,Top Female Artists of 2020,50
23,The Global  Top Male Artists of 2020. Cover: J Balvin,37i9dQZF1DXbs9jOJBGtpD,Top Male Artists of 2020,50
24,The Gobal Top Groups of 2020. Cover: BTS,37i9dQZF1DX3kG0QdJTt7m,Top Groups of 2020,50
25,Hand-picked episodes showcasing the best  of 2020.,37i9dQZF1DXdvutuKKNQUZ,2020 Podcast Hall of Fame,26
26,Our editors' picks for the best pop songs of the year! Cover: The Weeknd,37i9dQZF1DX5QPo288x03n,Today's Top Hits Presents... Best Pop Songs of 2020,50
27,Editor's Picks: The Best Hip-Hop Songs of 2020. Cover: Lil Baby,37i9dQZF1DWW5pQp5JqjY4,RapCaviar Presents... Best Hip-Hop Songs of 2020,50
28,Our editor picks for the year's best hits! Cover: Karol G,37i9dQZF1DWT2aDOU7r4aV,Viva Latino Presents: Best Latin Songs of 2020,50
29,The Top Hot Country Tracks for 2020 in one playlist. Cover: Luke Combs,37i9dQZF1DWYvU2z6HruAo,Hot Country Presents:  Best Country Songs of 2020,62
30,The Best Rock Songs Of The Year / Cover: Bring Me The Horizon,37i9dQZF1DX2UyG74cWOyT,Rock This Presents...Best Rock Songs of 2020,105
31,"Weird year overall, but great for indie. Editors' picks of the best tracks of the year. Cover: Phoebe Bridgers",37i9dQZF1DWWkGXMGv9j4M,Best Indie Songs of 2020,100
32,Cover: Jhene Aiko,37i9dQZF1DWVYxTSK0RENg,Are & Be Presents Best R&B Songs of 2020,48
33,Our editor picks for the year's best Reggaeton hits! Cover: Myke Towers,37i9dQZF1DX6yO1Y32w6ZT,Baila Reggaeton Presents: Best Reggaeton Songs of 2020,50
34,"Relive the year in roots, with some of the best songs in Folk & Americana. Cover: Nathaniel Rateliff",37i9dQZF1DX4VkeNQew5Ex,Roots Rising presents...Best Folk & Americana Songs of 2020,102
35,Introducing the Fresh Finds Class of 2020. Editors' picks of the top Fresh Finds this year.,37i9dQZF1DX7AIfEOAvuXp,Fresh Finds Presents... Fresh Finds Class of 2020,102
36,"The best dance songs of 2020, handpicked by us! Cover: Imanbek and SAINt JHN.",37i9dQZF1DX6IfVEzIj7ws,mint Presents... Best Dance Songs of 2020,100
37,Stay inspired with the best songs of the year in Christian & Gospel.  Cover: Elevation Worship,37i9dQZF1DXcc1yE5Uu48n,Top Christian Presents... Best Christian & Gospel Songs of 2020,50
38,Top of the top tracks in K-Pop Daebak playlist this year! Cover: ITZY,37i9dQZF1DWVHNixKGCLqw,K-Pop Daebak Presents: Best K-Pop Songs of 2O2O,50
39,"Editor's picks: The best Afropop songs of 2020. Cover: <a href=""https://open.spotify.com/artist/523y9KSneKh6APd1hKxLuF?si=5mS3PCMdTg-4rnrpYBrXZg"">Master KG</a> and <a href=""https://open.spotify.com/artist/4cfKtwkefMW3aiXtxfw8w6?si=MwiHYy27QlyRSMJClm1oqg"">Nomcebo Zikode</a>",37i9dQZF1DXdD040nrEzxm,African Heat Presents... Best Afropop Songs of 2020,74
40,Electronic favourites from 2O2O. Cover: Jayda G,37i9dQZF1DWX4UM2EREq2R,Best Electronic Songs of 2O2O,101
41,Jazz favorites released in 2020. Cover: Ambrose Akinmusire,37i9dQZF1DWTtzPKJEaTC4,Best Jazz Songs of 2020,57
42,The Best Metal Songs Of The Year / Cover: System of a Down,37i9dQZF1DX5FZ0gGkvIRf,Kickass Metal Presents... Best Metal Songs of 2020,107
43,Discover the best classical releases of 2020.,37i9dQZF1DWZeHy2Bl4xxz,Best of Classical 2O2O,85
44,Our editor picks for the year's best Regional Mexican hits! Cover: Carin Leon,37i9dQZF1DWZ2jQBazXjNj,Los Que Mandan Presents: Best Regional Mexican Songs of 2020,50
45,"Some of our favorite songs by non-binary, gender-fluid, agender, genderqueer, and other artists beyond the binary!",37i9dQZF1DX0yAkDWJqoXB,Best Non-Binary+ Artists of 2O2O,42
46,Blues favorites released in 2020. Cover: Shemekia Copeland,37i9dQZF1DXbJmzoA7Y2Ld,Best Blues Songs of 2020,46
47,The biggest viral songs you couldn't get out of your head in 2020.,37i9dQZF1DWSPMbB1kcXmo,Viral Hits 2020,100
48,The most-streamed classics and songs with comeback moments in 2020. Cover: Fleetwood Mac,37i9dQZF1DX9fJh2i1vC0m,Top Throwbacks of 2020,52
49,"All the artists to watch for 2021, handpicked by our curators. Featuring Flo Milli on the cover.",37i9dQZF1DWY0DyDKedRYY,RADAR US: Artists to Watch 2021,77
50,This year was hard...These songs made it a little bit better.,37i9dQZF1DWWYRDT5bwPNz,Songs That Carried Us Through 2020,50
51,Press play to hear some of 2020's best podcasts by women.,37i9dQZF1DX2TS3crEpJBB,Best 2020 Podcasts by Women,12
52,The top songs we partied to (at home) in 2020!,37i9dQZF1DXb1fLNCQIdXu,Party At Home Hits of 2020,100
53,Press play for the best sports conversations and stories of 2020.,37i9dQZF1DX9Rk84TK5Nwc,Best Sports Podcasts of 2020,22
54,The songs that helped calm our minds.,37i9dQZF1DWTiAxGU5Bgem,Songs We Relaxed To In 2020,79
55,Gripping personal stories about everyday life that you need to hear.,37i9dQZF1DX1un4eyuioNE,The Stories That Defined 2020,10
56,The music that helped us sleep this year.,37i9dQZF1DX6ani6TRxZgY,Songs We Slept To In 2020,86
57,Celebrate all of the biggest Spotify Kids' hits in 2020 with your children!,37i9dQZF1DX1RLhAomOzCF,Kids' Favorite Tracks in 2020,38
58,"¿Nuevo a los podcasts en español? Empieza aqui.
New to podcasts in Spanish? Start here.",37i9dQZF1DWVR3RWIoiN6y,Best Podcasts in Spanish,10
59,The biggest Christmas songs of all time.,37i9dQZF1DX0Yxoavh5qJV,Christmas Hits,123
60,This Hanukkah playlist features all the classics and the funny favorites.,37i9dQZF1DWY6fIMH0GtCp,Hanukkah,53
61,Chestnuts roasting on an open fire... Timeless heart-warming classics for the holiday season.,37i9dQZF1DX6R7QUWePReA,Christmas Classics,61
62,Spread some cheer with our ultimate Christmas Hits mix.,37i9dQZF1DX0A8zVl7p82B,Christmas Pop,143
63,'Tis the season! All new holiday releases. Cover: Dolly Parton,37i9dQZF1DX5vMTfJy5XKE,New Music Holiday,100
64,Cozy up to a collection of festive favorites—from our home to yours. Cover: Sasha Sloan,37i9dQZF1DXdam5VrqMf3y,Spotify Singles: Holiday Collection,59
65,Celebrating preservation of Black culture with tracks representing the 7 principles of Kwanzaa.,37i9dQZF1DX1EKRO2NbNCw,Kwanzaa,24
66,"Play these festive songs upon a winter's night, and have yourself a folksy little Christmas now. Cover: Andrew Bird",37i9dQZF1DX8c93KtGDPub,Folksy Christmas,174
67,Instrumental Christmas favorites to set the perfect mood for your swinging cocktail party this holiday season.,37i9dQZF1DWZv6UE8BMPO0,Christmas Cocktail Jazz,58
68,A calm and relaxing Christmas piano soundtrack for the Holidays,37i9dQZF1DXbPHTEEyQ6Hv,Christmas Peaceful Piano,84
69,A Christmas playlist full of wonderful jazzy interpretations of some of the most classic and beloved Christmas songs.,37i9dQZF1DX5D4gDh3HAsM,Christmas Jazz,50
70,Celebrate the merriment of the Holiday Season with your favorite country artists.  Cover: Carrie Underwood,37i9dQZF1DX0MuOvUqmxDz,Country Christmas,103
71,'Tis the season to settle in with a warm cup of coffee and these stripped down holiday tunes.,37i9dQZF1DXb7KOnsvmh8V,Christmas Coffeehouse,60
72,Warm instrumental versions of your favorite Christmas songs.,37i9dQZF1DWU0r6G8OGirN,Cozy Christmas Jazz,46
73,"Heartwarming carols and <a href=""spotify:genre:classical"">classical</a>  Christmas favourites, guaranteed to make any festive occasion merry and bright.",37i9dQZF1DX4P0ijJK5lUv,Classical Christmas,154
74,Spread some cheer with this list of new and old seasonal favorites.,37i9dQZF1DX0HWhBzpBj05,Happy Holidays,61
75,All your favourite Christmas carols sung for you by a vocal ensemble.,37i9dQZF1DX4jxmdWGk453,Christmas Carols,44
76,The soundtrack to your festive get-together!,37i9dQZF1DX26MMm9GTjCc,Christmas Party,50
77,Get in the Christmas spirit while listening to some of your favorite Christian artists sing and celebrate the birth of Jesus.,37i9dQZF1DWViXqZVTGO3Z,Christmas Spirit,75
78,Cozy and jazzy interpretations of all your favourite Christmas songs.,37i9dQZF1DWZy48MuOV69W,Fireside Christmas Jazz,46
79,Las canciones más bonitas de la Navidad. A Christmas playlist with Latin flavor.,37i9dQZF1DXdvS2NyOOTU3,Feliz Navidad,75
80,Traditional carols and hymns for a classic Christmas feeling.,37i9dQZF1DWViKwLyOBsJF,Instrumental Christmas Hymns,62
81,Gentle instrumental versions of holiday classics to help your little one relax when Christmas excitement is in full swing.,37i9dQZF1DXdRynaRsnoZs,Christmas Lullabies,44
82,"A collection of soul, rnb and gospel flavored takes on the most beloved Christmas songs.",37i9dQZF1DX4ELVW61Sklr,Soulful Christmas,50
83,Tinsel! Lights! Yelling! These family-friendly Christmas songs will get the party started.,37i9dQZF1DWYTNedJ22GVG,Kids' Christmas Party,88
84,Have yourself a folksy little Christmas now...,37i9dQZF1DX2uk5oHRWimT,Acoustic Christmas,135
85,Instrumental acoustic guitar renditions of the Christmas songs you love.,37i9dQZF1DX6RK4iTHSRRX,Christmas Peaceful Guitar,66
86,A mix of new songs and beloved classics from your favorite Contemporary Christian artists!  Cover: Phil Wickham,37i9dQZF1DX2sJGkrvCPgm,Contemporary Christian Christmas,75
87,Holiday cheer from your Disney favorites!,37i9dQZF1DX10JY0qJoWDu,Disney Christmas,73
88,Country's legendary artists singing your favorite Christmas Classics.  Cover:  Dolly Parton,37i9dQZF1DX2C6Zlz76Dq4,Country Christmas Classics,152
89,The ultimate seasonal (indie) playlist. Cover: Sufjan Stevens,37i9dQZF1DWSt7oHsDTXzj,Indie Christmas,50
90,The perfect Latin tunes to get in the Christmas spirit. Cover: Bad Bunny,37i9dQZF1DX8qhRpXsdDY5,Latin Christmas,75
91,Hip Hop and Happy Holidays! Cover: Gucci Mane,37i9dQZF1DX1qPYE0fcNDF,Hip Hop Christmas,50
92,Música navideña para las fiestas decembrinas. Foto: Los Dos Carnales,37i9dQZF1DWSODGCFPHOmt,La Posada,50
93,¡Ponte festivx con nueva música navideña en español e inglés! En portada: Mijares,37i9dQZF1DWYNoK8ljWdT9,Novedades Navideñas,121
94,Holiday classics from your favorite punks. Cover: Bad Religion,37i9dQZF1DX3N4mXY2MuSz,Punk Christmas,75
95,The smoothest jazz for the holiday. Cover: Boney James,37i9dQZF1DWY14cf7NRu86,Smooth Jazz Christmas,50
96,"Your favourite Christmas carols, performed and re-imagined by the world's greatest choirs.",37i9dQZF1DX6FnQY7eQxRt,Christmas Choir,81
97,'Tis the season to enjoy these classic Christmas songs for the whole family.,37i9dQZF1DWYOLKtM77Hd7,Holiday Magic,55
98,Holiday music you'll actually want to hear.,37i9dQZF1DXaf9K2UnDhgp,Rock Christmas,94
99,"A collection of traditional carols and new classics by the biggest, brightest stars! Cover: Christina Perri",37i9dQZF1DWWTuLtC3XxmA,Contemporary Christmas,130
100,"Celebrate the Holidays with the Queen of Christmas, Mariah Carey",37i9dQZF1DX6YV6aDRPWY2,All I Want For Christmas Is You Experience,37
101,Time to headbang around the Christmas tree!,37i9dQZF1DX0LctmTPNQ3v,Metal Christmas,58
102,Brighten up your holiday party with these  jams.,37i9dQZF1DWXcOHfWefCtg,Retro Holiday,38
103,Celebra con sazón. A holiday playlist with tropical flavor. Cover: Gilberto Santa Rosa,37i9dQZF1DX3Xgp6iJAFjW,Navidad Con Sabor,64
104,Los sonidos de Belén.,37i9dQZF1DX4bpoWO7sjH5,Navidad Cristiana,52
105,Get cozy and relax to these laid-back festive sounds.,37i9dQZF1DX5Ib6QBg3iKI,Easy Christmas,69
106,Disfruta la Navidad con los villancicos de siempre.,37i9dQZF1DWSqJd35zS5k3,Villancicos,50
107,A timeless mix of melancholy Christmas favorites.,37i9dQZF1DX88mTcSM3nFc,Sad Christmas Classics,39
108,Wallow in the holiday blues with moody indie about the saddest season.,37i9dQZF1DX4yszbjaERiB,Lonely Christmas,66
109,"Music from Lil Durk, Playboi Carti and Kid Cudi.",37i9dQZF1DX0XUsuxWHRQd,RapCaviar,50
110,The official voice of generation next. Cover: Blxst,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,100
111,When you feel like you're 100% that b****. Cover: BIA,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,50
112,Mode: Turnt,37i9dQZF1DWY4xHQp97fN6,Get Turnt,100
113,Pass the sticks & press play.,37i9dQZF1DWT5MrZnPU1zD,Hip Hop Controller,100
114,"A mix of the biggest pop, dance, and hip hop hits. Featuring Dua Lipa & DaBaby.",37i9dQZF1DXa2PvUpywmrr,Party Hits,85
115,Real rap music from the golden era.,37i9dQZF1DX186v583rmzp,I Love My '90s Hip-Hop,100
116,,37i9dQZF1DX6OgmB2fwLGd,Internet People,142
117,Emo rap feelings for the misunderstood. Cover: iann dior,37i9dQZF1DX6xZZEgC9Ubl,tear drop,100
118,Get your body right with this workout twerkout,37i9dQZF1DX0HRj9P7NxeE,Workout Twerkout,49
119,Strictly for the streets. Cover: Pooh Shiesty,37i9dQZF1DXaxIqwkEGFEh,Off The Strength,100
120,The champs are here.,37i9dQZF1DX8dTWjpijlub,Trophy Room,50
121,Where it all started. Cover: JAY-Z,37i9dQZF1DWYGxBNe4qojI,I Love My East Coast Classics,50
122,24 songs dedicated to the Mamba & Mambacita. R.I.P. Kobe & Gianna Bryant.,37i9dQZF1DXaitacWUJMPH,2 . 24,24
123,Keeping it real for the Dirty. Cover: Jack Harlow,37i9dQZF1DX0Tkc6ltcBfU,The Realest Down South,51
124,The best side! Cover: Ice Cube,37i9dQZF1DX9sQDbOMReFI,I Love My West Coast Classics,50
125,The south got something to say. Cover: OutKast,37i9dQZF1DWYok9l1JL7GM,I Love My Down South Classics,50
126,Taking it back. Cover: 50 Cent,37i9dQZF1DWVA1Gq4XHa6U,Gold School,50
127,Crossing over like Allen I. Cover: Lil Tjay,37i9dQZF1DX2A29LI7xHn1,Signed XOXO,100
128,iykyk,37i9dQZF1DX5Vy6DFOcx00,big on the internet,96
129,"Hip-Hop + R&B: Before. Anything. Else. Cover: 
Earthgang",37i9dQZF1DWX3387IZmjNa,B.A.E.,50
130,chill rap vibes ft Felly,37i9dQZF1DXdWMJMjqz9bm,Varsity Bars,100
131,Drive slow homie.,37i9dQZF1DWUFmyho2wkQU,Hip-Hop Drive,150
132,Get it all out there. Cover: Ghostemane,37i9dQZF1DWWXzA48d9shL,Tirade,70
133,Up and down I-95. Cover: Sheff G,37i9dQZF1DX1YPTAhwehsC,State of Mind,51
134,Chillout hip-hop vibes. Cover: Nyck Caution,37i9dQZF1DWT6MhXz0jw61,Mellow Bars,100
135,It's a Midwest thing. Cover: Nelly,37i9dQZF1DWTJzNR1J5ygQ,I Love My Midwest Classics,50
136,"New, leftfield and for the real hip-hop stans! Cover: Internet Money",37i9dQZF1DWTggY0yqBxES,Alternative Hip Hop,50
137,Laid back cratedigger hip-hop from around the world.,37i9dQZF1DX8Kgdykz6OKj,Jazz Rap,100
138,Holdin' it down for the west side. Cover: Drakeo The Ruler,37i9dQZF1DWSvKsRPPnv5o,Cali Fire,50
139,"Lyrical, lo-fi, and lowlife raps. Cover: Flatbush Zombies",37i9dQZF1DWSTeI2WWFaia,Spilled Ink,50
140,That real hip-hop. Cover: Benny The Butcher,37i9dQZF1DX5hR0J49CmXC,Mind Right,50
141,,37i9dQZF1DWSss3fF7Hb5E,Vintage Vibes: 90s Bling Bling,40
142,"Essential songs from the late '90s, early 2000s underground hip-hop scene. Cover: Mos Def",37i9dQZF1DXdUAMxTn0rVu,I Love My Underground Classics,50
143,"Brooklyn, London and Chicago drill scenes connect. Cover: Headie One",37i9dQZF1DWWIfrT204w7E,City to City,50
144,"An homage to the iconic label’s 1980s and ’90s roots featuring legends like Jay-Z, LL Cool J, Public Enemy, Slick Rick and The Beastie Boys",37i9dQZF1DX7Mq3mO5SSDc,Hip-Hop Anthems: Def Jam,50
145,Coming for all that clout. Cover: Popp Hunna,37i9dQZF1DWVk7x1ClrO0Y,Clout Culture,52
146,"When you've got ice water coursing through your veins, you need tracks that relate. Doesn't get any more real than this.",37i9dQZF1DWYfVy6zzMSPv,Clinically Cold,57
147,Lofi's crispiest beatmakers. Cover: Cookin Soul,37i9dQZF1DX36Xw4IJIVKA,Lofi Hip-Hop,100
148,The essential tracks by the label luminaries.,37i9dQZF1DXe4Cw8IKKIvr,Legendary Labels: Bad Boy Records,55
149,Representin' +82 Korean Hip-Hop's sickest rhymes and beats. Cover: Giriboy,37i9dQZF1DWW46Vfs1oltB,K-Hip-Hop +82,100
150,The hip-hop world knows when you put hooks together that rise above the rest. Listen to the best of the best from top lyricists.,37i9dQZF1DX58UlVHNJFai,Ill Lyricist,84
151,Anthems from the early days of recorded rap music.,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,70
152,Music from and inspired by ‘The Last Dance.’ Brought to you by ESPN Films and Netflix.,37i9dQZF1DX45xYefy6tIi,The Last Dance,55
153,The Midwest is always on time. Cover: Lakeyah,37i9dQZF1DX91gZ5XTbTPm,CST,50
154,Curated by A$AP Mob in honor of A$AP Yams.,37i9dQZF1DWXmxXDRgAKVq,This Is A$AP Mob,45
155,"The intersection of hip-hop, electronic, dance and R&B. Cover: DijahSB",37i9dQZF1DX1aTyQ3Z9nTc,Choice Edit,75
156,"Sophisticated palates only. Cover: <a href=""spotify:user:1213806455"">Steven Victor</a>",37i9dQZF1DWSUur0QPPsOn,Taste,50
157,The top Fresh Finds hip hop songs of 2020. Cover: redveil,37i9dQZF1DWW4igXXl2Qkp,Fresh Finds: Best of Hip Hop 2020,100
158,"ALL Black Lives Matter.  Songs of empowerment and pride. Take action on racial justice, visit <a href=""https://www.colorofchange.org"">Color Of Change</a>.",37i9dQZF1DWWAqc46ZJdZf,Black Lives Matter,60
159,Justin Bieber is on top of the Hottest 50!,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,50
160,"Viral, trending and taking off.",37i9dQZF1DX2L0iB23Enbq,Viral Hits,100
161,The hits of tomorrow are on Spotify today. Cover: Tate McRae,37i9dQZF1DWUa8ZRTfalHk,Pop Rising,85
162,All the jams to get the party going!,37i9dQZF1DWXti3N4Wp5xy,Pop Party,100
163,A mega mix of 75 of your favorite songs from the last few years! Cover: Justin Bieber,37i9dQZF1DXbYM3nMM0oPk,Mega Hit Mix,75
164,"Justin Bieber, Lauv, Foo Fighters, and more kick off the first NMF of 2021!",37i9dQZF1DX4JAvHpjipBk,New Music Friday,60
165,Throw the weights around with your favorite uptempo pop songs!,37i9dQZF1DX5gQonLbZD9s,Pumped Pop,60
166,"No cap, we love to hear it.  Cover: Olivia O'Brien",37i9dQZF1DWWvvyNmW9V9a,Teen Beats,104
167,Ease into these recent hits and new songs from your favorite artists.  Cover: Taylor Swift,37i9dQZF1DX0b1hHYQtJjp,Just Good Music,81
168,Listen to easy songs from your favorite artists! Cover: Ed Sheeran,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits,232
169,,37i9dQZF1DX6OgmB2fwLGd,Internet People,142
170,The dopest tracks bringing all the heat. Cover: Ariana Grande,37i9dQZF1DWYs83FtTMQFw,Hot Rhythmic,50
171,Listen to all the tracks you've been missing. Cover: Lady Gaga,37i9dQZF1DX0s5kDXi1oC5,Hit Rewind,75
172,The biggest viral songs you couldn't get out of your head in 2020.,37i9dQZF1DWSPMbB1kcXmo,Viral Hits 2020,100
173,Dreamy jams from the best bedroom producers. Cover: Verzache,37i9dQZF1DXcxvFzl58uP7,Bedroom Pop,100
174,New and approved indie pop. Cover: mxmtoon,37i9dQZF1DWWEcRhUVtL8n,Indie Pop,125
175,Embrace your secret favorites.,37i9dQZF1DX4pUKG1kS0Ac,Guilty Pleasures,151
176,bye 2020 <3,37i9dQZF1DXdwmD5Q7Gxah,Lorem,168
177,Hit the dance floor with your favorite bops!,37i9dQZF1DWZQaaqNMbbXa,Dance Pop Hits,150
178,Kick back with the queens of pop.,37i9dQZF1DX3WvGXE8FqYX,Women of Pop,70
179,Discover the chill side of today's pop. Cover: Quinn XCII & Chelsea Cutler,37i9dQZF1DX0MLFaUdXnjA,Chill Pop,104
180,iykyk,37i9dQZF1DX5Vy6DFOcx00,big on the internet,96
181,"Your favorite artists, straight to the sauce! Cover: Dixie D'Amelio and Wiz Khalifa",37i9dQZF1DXaPCIWxzZwR1,Pop Sauce,82
182,Featuring Serena Isioma,37i9dQZF1DWWqNV5cS50j6,Anti Pop,157
183,"A mix of folksy hits, soulful acoustic, and beloved singer-songwriter gems.",37i9dQZF1DX4VvfRBFClxm,Acoustic Hits,100
184,"Extra vicious, hard-hitting pop.  This is SALT. Cover: UPSAHL",37i9dQZF1DX6tPTxr8qwRe,SALT,97
185,chill rap vibes ft Felly,37i9dQZF1DXdWMJMjqz9bm,Varsity Bars,100
186,The hottest Latin hits in the US! Cover: Rosalía,37i9dQZF1DX4oUPBOaEkL6,Éxitos USA,50
187,For those with a taste for both the new and the classic. Cover: Taylor Swift,37i9dQZF1DWViBxWcYEI1b,Contemporary Blend,74
188,Current favorites and exciting new music from across the world. Cover: Ava Max,37i9dQZF1DXcRXFNfZr7Tp,just hits,70
189,"Party Mode: ON!
Cover: Danny Ocean, Karol G, Ovy On the Drums",37i9dQZF1DX9vJ2U3sN7xj,Fiesta,120
190,The best music for just chilling.,37i9dQZF1DXbIGqYf7WDxP,Pop Chillout,95
191,The latest and greatest music out now!,37i9dQZF1DWXqzQh2VQNvW,Vibes Right Now,68
192,For all of us dancing on our own.,37i9dQZF1DWZUAeYvs88zc,Sad Bops,80
193,Discover your favorite new chill pop songs. Cover: Tate McRae,37i9dQZF1DX5CdVP4rz81C,Fresh & Chill,71
194,Koryn Hawthorne gives us her BGM vibes with this takeover.,37i9dQZF1DX4ezQVslkJiT,Black Girl Magic,25
195,The hottest new pop with the all the drops. Cover: ILLENIUM,37i9dQZF1DWWOGXILUAh53,Fresh Dance Pop,84
196,Stripped-down versions of all your favorite pop hits. Cover: Halsey,37i9dQZF1DWWxrt1tiKYiX,Unplugged,96
197,Deep cuts and new vibes for late nights.,37i9dQZF1DXbcP8BbYEQaO,Night Pop,107
198,All of Addison Rae and her mama Sheri Nicole's current faves.,37i9dQZF1DWYWvT3ntvdRD,Addison & Sheri's Mixtape,41
199,"""a collection of songs that we like and feels hyper to us in the sense that they possess a lot of energy"" - bladee & mechatok",37i9dQZF1DX7HOk71GPfSw,hyperpop,192
200,shake it up and let it pop! cover: joan,37i9dQZF1DXaK0O81Xtkis,soda,195
201,"All the artists to watch for 2021, handpicked by our curators. Featuring Flo Milli on the cover.",37i9dQZF1DWY0DyDKedRYY,RADAR US: Artists to Watch 2021,77
202,Featuring that new vintage. Cover: Michael Kiwanuka,37i9dQZF1DXcTieYAg7jq1,Retro Pop,148
203,"If it's buzzing, it's here. The hottest new songs of the week. Cover: Taylor Swift",37i9dQZF1DX8f6LHxMjnzD,Singled Out,31
204,Get the party started with 24kGoldn and DaBaby!,37i9dQZF1DX1N5uK98ms5p,Teen Party,74
205,Rock Out With Your Pop Out / YUNGBLUD,37i9dQZF1DX5PcuIKocvtW,PopRox,100
206,The most exciting discoveries of the year. Cover: Charlotte Sands,37i9dQZF1DX3u9TSHqpdJC,Fresh Finds: Best of Pop 2020,77
207,Relax to acoustic tracks from today's greatest artists.,37i9dQZF1DWYp3yzk1civi,Mellow Pop,50
208,Listen to tracks that don't hold back from artists that are unlike any other. Cover: Julien Baker,37i9dQZF1DX3LyU0mhfqgP,Out Now: Unlike Any Other,127
209,"Today's top country hits of the week, worldwide! Cover: Luke Combs",37i9dQZF1DX1lVhptIYRda,Hot Country,53
210,The Top Hot Country Tracks for 2020 in one playlist. Cover: Luke Combs,37i9dQZF1DWYvU2z6HruAo,Hot Country Presents:  Best Country Songs of 2020,62
211,The country Top 40 hits of the week across America! Cover: Chris Lane,37i9dQZF1DXaJXCbmtHVHV,Big Country,40
212,Spotify Fan Favorites from the last few years.  Artist: Miranda Lambert,37i9dQZF1DWYnwbYQ5HnZU,Country Gold,62
213,Country music to get you back to the basics.,37i9dQZF1DWTkxQvqMy4WW,Chillin' on a Dirt Road,80
214,Country that made Country Cool! Cover:  Shania Twain,37i9dQZF1DWVpjAJGB70vU,90's Country,64
215,Country's Greatest Hits from the 2000s.,37i9dQZF1DXdxUH6sNtcDe,Country's Greatest Hits:  The '00s,150
216,Nighttime is the right time for a Kelsea Ballerini Takeover!,37i9dQZF1DWXi7h4mmmkzD,Country Nights,91
217,The right music can make a good tailgate great. Cover:  Tim McGraw,37i9dQZF1DXdgnLr18vPvu,Tailgate Party,97
218,New Music Discovery is what we're about.  Try it on for size. Cover: Parker McCollum,37i9dQZF1DX8S0uQvJ4gaa,New Boots,67
219,Nothing but beautiful country love songs.,37i9dQZF1DX8WMG8VPSOJC,Country Kind of Love,50
220,Nashville's Top 50 most played songs—in the world. Updated weekly.,37i9dQZF1DX7aUUBCKwo4Y,Nashville's Worldwide Hot 50,50
