,description,spotify_id,name,no_tracks
0,"Hey everyone, thanks for finding us! We are excited to be here and share some of our longtime favorite artists and new discoveries. Thanks for listening!",0LPsYH4hIRjLUKXuZd2vAt,Coffeehouse,477
1,A playlist for when you need a quick burst of glorious uptempo pop music!,3JUf7Sj7OPMHoQSWChbT1c,Starbucks Coffeehouse Pop,411
2,A playlist representing the quieter side of our coffeehouses.,6prLaAk2sOPeDpJKY6LZZ9,Starbucks Acoustic,139
3,Jazz music has long been a staple of our coffeehouses and these are just a few of our all-time favorite ballads and showstoppers.,2UPjWBRjJqMQY3LRV2aDTS,Starbucks Jazz,270
4,"Every week we add new songs from up-and-coming acts, or from some of our favorite essential artists!",7FoKftIMWTsQSNYcOnKZlu,Starbucks Discovery,36
5,"Featuring emerging acts alongside indie throwbacks, this is an easy go-to playlist for dinner with friends and a cool soundtrack for home.",3a1OTaG5PFOgJsyn3JgJlT,Dinner Party,238
6,"Our playlist of way way throwbacks pays tribute to the Jazz Age, the Swing Era and the pioneering vocalists of those times.",0zvsslstgJQtJGJ2ABmgfp,Starbucks Vintage,118
7,Relax into this playlist of cool contemporary currents and downtempo throwbacks.,3FJPDHcyQqNotTrCS8xedc,Starbucks Chill,193
8,"A playlist covering three of our favorite genres, filled with throwback jams and funky nuggets.",0HkfotJOlSk04OXwly1RYV,Starbucks Soul R&B Hip-Hop,207
9,Explore this playlist composed of our all-time favorite standards sung by jazz legends and future icons.,26RlHeqMVbMYAB3AYYsVIv,Starbucks Jazz Vocals,279
10,Just a spoonful of our favorite acoustic and electric blues songs.,05XhY0B6KtX6FMuSNngE5L,Starbucks Blues,222
11,"Simmer down with our blend of vintage fare and current cuts from the ska, rocksteady and reggae scenes.",1acogrIZcGIIFyCKxFbnIx,Starbucks Reggae,201
12,Take a multicultural tour with our eclectic playlist of sounds from around the world.,3SR7ZUz6KzKQOKukFMlnDb,Starbucks Global Blend,87
13,AMPLIFY BLACK VOICES.,6JEVytwkx6QUwtJ3rmuQZh,Black Lives Matter,72
14,The classic folk of the 60s and 70s meets music of contemporary generations of artists inspired by those original sounds.,0eYEbdjCWhNOISPDiW4PJM,Starbucks Folk,86
15,Our country playlist is full of vintage country songs from the 50s through to the contemporary scene.,1dzU3fAGJHs4Vww0R56DS8,Starbucks Country,101
16,An eclectic collection of traditional and current songs that reveal the warm and welcoming sounds of the Aloha state.,4xrafJcrpjWYeMUeTD1h5s,Hawaii,94
17,"A soundtrack curated for the Starbucks Reserve Roasteries in Seattle, Shanghai, Milan, NY, Tokyo and Chicago.",3DkfjGJSjjqT8D14Zdyyj7,Starbucks Reserve Roastery,440
18,"The best Lofi Hip Hop &amp; Chill Music in 2021. Listen and Follow Lofi Fruits (Updated Weekly) Perfect to relax, sleep, study, chill, vibe, read, groove to 🍉 Mellow chill beats, chillhop, smooth lofi, bedroom pop &amp; relaxing lo-fi jazz. ",3LFIBdP7eZXJKqf3guepZ1,"Lofi Fruits Music 🍉 lofi hip hop music to chill, relax, study, sleep",317
19,"The best Deep House &amp; Electronic Dance music in 2021. Listen and Follow Strange Fruits (Updated Weekly) Perfect to workout, game, party to 🍉deep house, lounge chillout, house, dance &amp; tech house ",6xGLprv9fmlMgeAMpW0x51,"Strange Fruits Music 🍉 to workout, game, party to - summer 2021, deep house, dance, lounge chillout",86
20,"The best Piano Covers &amp; Relaxing music in 2021. Listen and Follow Ambient Fruits (Updated Weekly) Perfect to sleep, relax, read with some truly beautiful piano pieces 🍉",3Fks8fEblBMICMNfZppbbh,"Piano Covers 🍉 to relax, sleep and read to in the background | Peaceful Music | Ambient Fruits  ",228
21,(Cover: Betsy) Electrónica 2021 &amp; Dance Music | Listen and Follow Strange Fruits (Updated Weekly),0xrcpsSBNGorqGjSeIgvF6,Electrónica 2021 & Dance Music : Gym Motivation | Strange Fruits 🍉 ,77
22,(Cover: Betsy) Eletronicas 2021 &amp; Dance Music (Eletronicas Mais Tocadas) | Listen and Follow Strange Fruits (Updated Weekly),3ixmuqKZs45VbfVN8G61ay,Eletronicas 2021 & Dance Music (Lounge Music) | Strange Fruits 🍉 ,83
23,(Cover: Betsy) Press Shuffle and Study/Relax with 8 hours of handpicked Lofi Hip Hop | Listen and Follow Lofi Fruits (Updated Weekly),6FUzm1r9PZ1ZOYEh6cBSFh,Instrumental Chill | Instrumental Lofi Hip Hop Music To Game / Relax / Chill To By Lofi Fruits 🍉,289
24,Lofifruitsmusic - New Lofi Fruits Releases 🍉(Updated Weekly),7aGQeAcWPinWSdy27ch3BI,Lofifruitsmusic - New Lofi Fruits Releases 🍉,364
25,Tiktok Songs you can't get out of your head | Remixes 2021 Tiktok Hits | Strange Fruits 🍉 TikTok hits - TikTok songs - TikTok 2021 - TikTok charts - TikTok songs - viral hits from TikTok music ,0eO9GdldX5XNVSLrRYplt1,Tiktok Songs you can't get out of your head | Tiktok Hits | By Strange Fruits 🍉 ,145
26,Fall into a deep relaxing sleep with these soothing piano sounds. Sweet dreams.,6drKONuO2cS5B1R5BtZVN0,Classical Study Music | Sleep Music | Background Piano | Relaxing Piano,228
27,"Fira nyårsafton 2020 med årets bästa festmusik i en mix med klassiker, svenska hits och låtar alla kan. Nyårsmusik till nyårspartyt / festen.",3P5mKraYF65x6oINDjhcDJ,Nyår 2020 🎉🍾 2021,263
28,"Mingla, skåla, ät nyårssupé till nya, klassiska och svenska romantiska låtar, ballader &amp; lugna hits. Perfekt bakgrundsmusik till nyårsafton.",4YzLzSexIOe29QpjK5dukz,Nyårsmiddag 2021 🥂,173
29,"Nyår! Festa till nya och gamla partyhits. Allt från svenska klassiker till dance, edm, 80-tal &amp; 90-tal till de senaste hitsen. Gott nytt!",3pgcOB4eqTebJLZrbgFhQz,Nyårsafton 2020 🥂🎉 2021,263
30,"Sätt stämningen med nyårshits, guilty pleasures, svenska klassiker och partylåtar. Nyårsmusik till nyårspartyt och festen 2020.",59tk2tQH5iJ4QA645MgNWa,Nyårsfest 2021 🥂🎉,240
31,"Det senaste inom pop, hiphop, dance och svensk musik. Bubblare och morgondagens hits. Uppdaterad varje fredag med nya låtar. Fresh här &amp; nu! Albin Johnsén &amp; Kristin Amparo",2BkvZh4A1UVPQIps6ILKvd,Ny Musik 2021,91
32,"Årets största låtar, hetaste svenska musik, bubblare och bästa hits idag. Alltid uppdaterad med de senaste hitsen just nu. » Newkid",7AnvOrPIQLV8VIASFhN07Z,Hits 2021,119
33,"Luta dig tillbaka till mysiga och värmande vinterlåtar &amp; stämnings- &amp; kärleksfull romantik. Lugna hits &amp; nya, klassiska &amp; svenska ballader.",64uJJMxJZxa6Fj3gZ8mhrP,Vintermys ❄️🔥,151
34,De största och hetaste svenska låtarna 2021. Hitsen just nu i en skön blandning med 2000-talets bästa motsvarigheter. Svensk musik i kubik! » Newkid,6Vgd0OyYoEZkh70brbjDKD,Svenska Hits 🇸🇪,150
35,"Det hetaste inom pop, hiphop, dance &amp; svensk musik. Virala tiktok-låtar, bubblare, trendande spår &amp; early bets. Morgondagens hits idag! » The Kid LAROI",5y8wzvNvdwZfhTEhlKMNoU,Nya Hits 2021,122
36,"Årets bästa popmusik med populära låtar, heta svenska poplåtar, virala tik tok-hits &amp; bubblare. Morgondagens pophits idag. » Miley Cyrus &amp; Dua Lipa",70ZUvyi8HKhfojsBrUTRge,Pop Hits 2021,151
37,"De bästa virala tik tok-låtarna 2021. Nya och heta hits idag och imorgon, med svenska bubblare och trendande musik inom pop, hiphop &amp; dance.",4gBN1HwWm6eQ1mRwBHymhJ,TikTok Hits Sverige 🇸🇪 Tik Tok Songs 2021,154
38,"Dagsaktuella hits och streamingraketer – den hetaste musiken från topp 200 i en mix med årets största och bästa låtar, bubblare &amp; hits idag.",756giK2WqvbnJ17dtSlxYv,Topplistan Sverige 2021,109
39,"En kärleksfull mix av nya och klassiska, internationella och svenska kärlekslåtar. Romantiska ballader och hits att ha det lugnt och skönt till.",4VSengEcLzeIlO1LKOIUr2,Lugna Favoriter ❤️,236
40,"Pre-party, dinner or after party? Cocktails, mingle &amp; chillout to a mellow mix of soft house, luxury vibes &amp; downtempo beats 2021.",6NH3haTkVIgFaqh7vVc6Dn,Lounge 🥂 Chillout Music,265
41,"Sveriges största och bästa sånger och hits genom tiderna i en samling fylld av svensk musik, klassiska favoriter sommarhits och nostalgi.",7paTn4suXMNikeBYAbET38,Svenska Klassiker & Låtar 🇸🇪,388
42,"Det bästa och senaste inom svensk hip hop 2021. Tung rapp, feta beats och sköna svenska rhymes. » Macky",5zWx4nzIkTxHM5fPS6MHnJ,Svensk Hiphop & Rap,146
43,"Sverige, njut av svenska hits och de bästa och senaste låtarna inom svensk popmusik 2021. » Myra Granberg",5rMgFNjAfU0zrw5Mau5lvE,Svensk Pop 🇸🇪,149
44,Njut av våren till en kärleksfull samling nya och klassiska svenska ballader och hits. Fridfulla och vackra låtar att ha det lugnt och skönt till.,68juPqPrpipYGYySPFTByS,Lugna Svenska Favoriter 🇸🇪,191
45,"Njut av ditt sällskap, luta dig tillbaka och slappna av till en svensk samling vackra ballader och lugna hits och favoriter. » Molly Sandén",11ilPoEPjV2knefWnTaA4T,Svenska Ballader‏‏​​   ‍,172
46,Sommarvisor med populära och folkliga ballader samt klassiska sånger och moderna tolkningar av vår svenska visskatt.,5J0sij02E3gcJpc6xnOsUP,Svenska Visor,192
47,En kärleksfull samling nya och klassiska svenska ballader och hits – fridfullt vackra låtar att ha det lugnt och skönt till.,0yHndGpYW5zelGoEPDUcmi,Svenska Lugna Favoriter ❤️🇸🇪,191
48,"Dagsaktuella hits och streamingraketer – den hetaste musiken från topp 200 i en mix med årets största och bästa låtar, bubblare &amp; hits 2021. » Molly Sandén &amp; Newkid",0tBvB1bf9DEgUVKcL9V5D6,Sverige Topplistan 2021,129
49,"En maxad samling med de största och bästa svenska låtarna och hitsen från dåtid och nutid. Sverige, njut av allt från hits idag till musiken från förr.",47k0xn3H16AVv1VylS3lTp,Svensk Musik 🇸🇪,336
50,"Poolside chill, dance or beach party to hot melodic vibes, hits and beats of the best new Tropical House 2021 – touched by Deep House music.",2SRbIs0eBQwHeTP7kErjwo,Tropical House 🏝 2021 Hits,218
51,"Join the dancefloor to a big mix of the best EDM bangers, hottest house music, slap and bass remixes, and electronic pop hits of 2021.",7rlCwXBPo431YiHj1xWLnP,Dance 2021 🔥 Party Hits,136
52,"Fest! Kaoz! Sätt på din strobb, fucka ur och röj till feta beats, tung house och intensiv partymusik. Lämna förnuftet hemma – glöm morgondagen!",2fSH200leaCv0nOKZ1bYUO,Fakka Ur!,106
53,"Festa till bästa partymusiken: hits, klassiker, svenska hits, guilty pleasures &amp; låtar alla kan. Festlåtar till partyt, festen &amp; nyårsafton.",3Le7GPCziSoLA4OUhizBAk,Party 2021 🍾 Nyårsfest,242
54,"Slow down but party on. Enjoy the beats, rhythm and groove of the best hits and new Deep House music, with splashes of Tropical &amp; Slap House.",3oRNodhtGLVnZl0Q32FJHB,Deep House 🏝 2021 Hits,251
55,"Läxor, prov och tentor… Få motivation och studera till lugna elektroniska låtar, sköna ballader &amp; hits. Pluggfokus till soft bakgrundsmusik.",7cCoV0IHTNQn25XgXVWLpV,Plugga & Fokusera 📖,141
56,"Bli motiverad och effektiv. Jobba (hemma), sätt stämning på arbetsdagen och dina måsten till lugna hits, positiva låtar och skön musik.",65BImTLy02TElffIlPcfMr,Jobblistan,139
57,"Dra ut på dagen och njut av frukosten till mysig bakgrundsmusik med stämnings- och kärleksfulla lugna hits och nya, klassiska och svenska ballader.",1kOmBHoaJvJfIxqXETZ3kD,Morgonmys 🌤,170
58,"Sätt stämning på dina måsten, sopa undan alla besvär, dammsug och svabba golven till glada hits, positiva låtar &amp; medryckande upptempo-låtar.",2Ow76HKIBZValuCFQ38RMi,Städa & Fixa,142
59,"Sätt stämning på matlagningen, krydda den med en mix av lugna hits, positiva låtar och akustiska melodier. Ät, njut, plocka undan och skölj av disken till detsamma.",6ZE2J5f6t16UWXQb1boB89,Laga Mat & Diska,135
60,"Bli motiverad och effektiv när du jobbar hemifrån. Ta dig igenom arbetsdagen och sätt stämning på dina måsten till lugna hits, positiva låtar och akustisk musik.",1qXRYnUaajXX7oUC78Peat,Jobba Hemma,139
61,"Slöa och slappa till skön bakgrundsmusik med stämnings- och kärleksfulla lugna hits och nya, klassiska och svenska ballader. Förläng helgen!",3MUek3Dor2L2yYZ06DiXEo,Söndagschill ☕️ Söndagsmys,160
62,"Få en bra start på dagen, sätt stämning på morgonrutinerna &amp; njut din frukost till lugna hits, positiva låtar &amp; akustiska sånger. God morgon!",1BgWu4QiaXuxrapOMmX1r8,Godmorgon ☕️,160
63,"Sätt stämning på hushållsbestyren, skölj, diska och krydda matlagningen med en mix av lugna hits, positiva låtar och akustiska melodier.",4Yu6ewHHU5bmiNljOvXmj8,Diska & Laga mat,135
64,Kämpa! Ta dig igenom måndagen och veckan med låtar som boostar humöret och ger positiv energi. Vakna till liv till glad pop och pepplåtar. Snart är det helg igen!,0nudACfG5jJGFNfo8mjwna,Måndagsmotivation 🙌,142
65,"Hits och pepplåtar till din träning (hemma). Få motivation i allt från löpning, workout &amp; fitness till träningspass &amp; styrketräning på gym. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",1RwwLbV39wTsEUSg1WMXMM,Träningshits 2021,140
66,"Stronger, faster, Crossfit! Motivate your workout, maximize energy levels, get the adrenaline pumping to high intensity electro house music! <a href=""spotify:user:filtrworkout"">» Exercise more</a>",5GiPRvTccToqwOzkoAcDrY,Crossfit‏‏​​   ‍,91
67,"Hits och pepplåtar till din träning (hemma) 2021. Få motivation i allt från löpning, workout &amp; fitness till träningspass &amp; styrketräning på gym. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",5EaXMQWrhNtdUUWBGnMUpQ,Träning 2021 🏋️‍♂️,140
68,"Spring snabbare, jogga eller promenera till träningsmusik och hits som får dig att hålla motivation, takt och tempo oavsett fart. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",0eTrVpB5YEVpoBCDdst6Ow,Löpningshits 👟,129
69,"Träna (hemma) till hits och pepplåtar – få motivation till löpning, workout, fitness, spinning, träningspass och styrketräning på gym 2020. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",0wHFgPSw2KJUbIMoadhiTA,Träningsmusik 💪 Löpmusik,140
70,"Njut av naturen, gå på promenad, powerwalk, stavgång eller jogga till en samling glada låtar och positiva hits med upptempo. ",1HOgZeu9JqHOLuRFvEDh6U,Promenera,142
71,Pressa kroppen och känn musklerna bränna medan du styrketränar &amp; lyfter vikter på gymmet. Träna till intensiv elekronisk dance &amp; house-musik.,0fIFhgtUCSZwKEkcZK3oGv,Gymma 2021 🏋️‍♂️,157
72,"Träning hemma i stället för på gym. Dance hits och pepplåtar att få motivation i allt från övningsprogram, workout &amp; fitness till träningspass &amp; styrketräning. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",0Mxhlxqe8IKn5GUYp66nlF,Träna Hemma,140
73,"Njut av naturen, promenera, powerwalka, gå med stavar eller jogga lätt till en behaglig mix av lugna hits, positiva låtar och akustiska melodier. ",25h4lzE5ZnZU0JJnjASEIj,Stavgång & Promenad,135
74,"Joggning, löpning eller promenad till träningsmusik och hits som får dig att hålla motivation, takt och tempo oavsett fart. <a href=""spotify:user:filtrworkout"">» Träna mer</a>",0BRfwol4ujtZdKTcmtuHN4,Jogga!,129
75,"Skåla in helgen, känn peppen och värm upp med den bästa lördagsmusiken. Glad pop, dance och hits. Pepplåtar till förfesten och kompishänget.",0E9exJLx2WOQeixuQ9Ga2L,Lördagsfeeling,143
76,"Sätt stämningen med hits, guilty pleasures, svenska klassiker &amp; peppig musik. Festlåtar till partyt, festen, efterfesten &amp; nyår 2020 – 2021.",2XTedyoCiu79z29TI1I2iZ,Festmusik 🍾 Nyårsfest,242
77,"A playlist featuring the best songs of 2020 from Justin Bieber, Taylor Swift, The Weeknd, and more!",3eG8Ulg1ixwU3DPpdgnnGi,Best of 2020,100
78,"Your favorite top Hits of the year, including Taylor Swift, The Weeknd, Ariana Grande, Justin Bieber, Shawn Mendes, and more!",02ES3fS2eHdLnDEuEUD60V,Best of 2020: Pop,50
79,"Your favorite Dance tracks of the year from Topic, Alesso, Tiesto, DJ Snake and more.",5CwFsx1kWSNljSHX0Qh3Cx,Best of 2020: Dance,45
80,"Your favorite hip hop and rap music of the year, including Lil Baby, Drake, City Girls, Pop Smoke, and more!",4QFCMn6rKBrvRzm3x9PavR,Best of 2020: Hip Hop,50
81,"Your favorite R&amp;B music of the year, including Summer Walker, 6lack, Teyana Taylor, Snoh Aalegra, Brandy and more!",0PQ7qOUm4Hzj6Wx7xoy8zA,Best of 2020: R&B,35
82,"The best indie and alternative tracks of the year, featuring Billie Eilish, Machine Gun Kelly, and more!",3TJtoQf1aocuUpFQV3GLHj,Best of 2020: Indie/Alt,20
83,"The biggest and best country songs of the year, featuring Mickey Guyton, Morgan Wallen, and more!",33nARZInGZfflZj9G5l9YI,Best of 2020: Country,20
84,"Celebrate the nominees, performers and winners of the 2020 Grammy Awards featuring Taylor Swift, Billie Eilish, Justin Bieber and more.",4kQovkgBZTd8h2HCM3fF31,Grammy Awards 2021,60
85,The songs that should've been recognized but weren't.,1zwaOYD1ZrcN8PWQsvgAdM,Grammy Snubs 2021 ,35
86,The best party playlist to kick off 2020!,4MPHzOudBlgy5iDfqaegD6,New Years Eve Party,67
87,"A pop Christmas playlist of your favorite holiday tunes from artists like Justin Bieber, Ariana Grande, Gwen Stefani, and more!",3xBge5SNGrYMf8QNF1cKqi,Christmas Pop,70
88,"Rock around the Christmas tree to songs by The Killers, Weezer, and more!",30zIqHLjwPVDyXwxduVZCB,Christmas Rock,39
89,"Your favorite Christmas tracks by Carrie Underwood, Reba McEntire, and more!",6mIRMg8kpuok7eS3o7uUx7,Christmas Country,45
90,"A collection of underground hits, songs you forgot about, and hidden trends from artists like Black Eyed Peas, Big Sean, Halsey, Summer Walker, and more!",4noDy1IQejcxDbTLvzuWhS,Lost & Found,46
91,,3U6hsbkXCoetMh9khioWQX,Lost & Found: Pop,20
92,,1D4LIG91P1tbtSfOHDGAjp,Lost & Found: Hip Hop,20
93,,71GyGGrpDcO6fUo2Z3jF9t,Lost & Found: R&B,20
94,"A pop playlist of today's favorites &amp; all-time hits from Justin Bieber, The Weeknd and more!",7JXJKP3xMvIMbEBBGApTPQ,Pop Hits the Spot,76
95,"This best in country music featuring Chris Stapleton, Morgan Wallen, and more!",6nU0t33tQA2i0qTI5HiyRV,Country Hits,40
96,"A pop playlist with this year's best pop and hip hop hits, featuring artists like Ariana Grande, The Weeknd and more!",5TDtuKDbOhrfW7C58XnriZ,Pop Hits 2020,61
97,"Hip Hop's Hottest Hits feat. Pop Smoke, Lil Baby, City Girls &amp; more!",4ykrONBhOgPr4sMhAVCoPx,Hip Hop Hits,46
98,"The playlist with the hottest music in the Latin world, featuring artists like Luis Fonsi, J Balvin, Karol G,  <a href=""https://open.spotify.com/artist/47MpMsUfWtgyIIBEFOr4FE"">Lunay</a> and more! El playlist con la música más caliente del mundo latino!",5zI5n62RjsowYVeVCXZPw7,Latin Hits 2020,100
99,"A dance playlist of the best dance hits featuring artists like Avicii, Zedd and more!",5VLW6Ry6ZJanZTZak5yQ7B,Dance Hits 2020,58
100,"Hottest club hits from DJ Snake, Tiesto, Topic and more! Updated every Friday",2oSAB15ngVoltjpBhcYO5x,Club Hits,70
101,"An eclectic alternative playlist featuring glaive, YUNGBLUD, and more!",08CJ6fWrTA1vMfwVwAxWUl,Alternative Buzz,50
102,"Stay healthy, motivated and work out at home with this playlist featuring Dance and Hip Hop with artists like Tiesto, Drake, DJ Snake, and more. ",7DaNB3xvJ4F96C66mQgmpS,Workout Bangers,26
103,"Work out like a rockstar with songs by The Score, YUNGBLUD, and more!",5c1DEqd2707N9pUffcVhjM,Workout Rock,25
104,"The best hip hop playlist for your home workout featuring tracks from  DaBaby, Drakeand more!",5TSQxc8pYO0pALA92qGXSh,Workout Hip Hop Edition,35
105,"Stay healthy and work out at home with this playlist - tracks from Tiesto, DJ Snake and more!",1TiubOAd8gu5sSf8o1Zptw,Workout Dance Edition,60
106,"Work up a sweat at home with the hottest Latin hits from J Balvin, Karol G  and more!",4Inl3YFJsaja2yb2HV5Vzk,Workout Latin Edition,100
107,Train like an olympian at home or at the gym with throwback hits!,6r8hObcpBOeuCd7Zua3L5E,Way Back Workout,55
108,"Discover your favorite new artists including Polo &amp; Pan, Rhys Lewis, BENEE, Conan Gray and more!",3d0dnOoHKKk7XmtCIj0XL6,Artists to Watch,85
109,"A collection aimed to celebrate and bring awareness to the Black experience. In all of its glory, from beats, rhymes and soul - this playlist was curated to amplify Black voices. The power of Black culture and music is eternal. (Curated By: Diversity, Inclusion and Belonging, UMG + Black Label ERG)",1kSN29mNlm71b3YxafEulo,Inclusion Is Universal: Black Music Month,55
110,"Rising artists you should know featuring Conan Gray, Bea Miller, and more! Cover: Jeremy Zucker &amp; Alexander 23; Updated every Friday",4V2r7rQqLcuPNTaF1yWBcr,Music You Should Know,56
111,"Music to prepare you for the polls featuring The Beatles, Kendrick Lamar, Ariana Grande, The Rolling Stones, and more! ",2BVfc3f1lCsTu4Fx2b9LHm,Use Your Voice,48
112,"Fresh new hits from  <a href=""https://open.spotify.com/artist/47MpMsUfWtgyIIBEFOr4FE"">Lunay</a> and more!",5tOAc9TyfZbQkLTJE1t2oC,Fresh Now,85
113,A pop playlist full of hits from the 00s!,1Z8HPzXKTX3tVQk04JC9YE,Hella Good 00s,51
114,"Grab a glass and wind down with this soft pop playlist featuring Sam Smith, Dean Lewis and more!",1TYFj0O9dnnhgIN2KGvq1Z,Wine Down Wednesday,67
115,"Relax and hangout to this chill playlist with artists like James Bay, Dean Lewis, and more!",2K6SHXkLfEcqDtpu69uWE8,Chill 2020,71
116,Looking for pop music that's safe to play at work (or in front of the kids when you're working from home)? This playlist is for you!,0Gy1TwCxPFTMCiwxGLVkc1,Safe For Work,30
117,"Party with Drake, Post Malone and more of your favorite artists! ",0ZWYUjUMhaq0Rammqq3qu1,Party Jams,52
118,"Celebrating country's finest including Dolly Parton, Thomas Rhett, Brett Young, and more in this country playlist! ",4eNsUbEhUYA0OxkoPR7NJp,For The Love Of Country,53
119,"A <a href=""http://www.digster.fm/country"">Country playlist</a> for ladies that love their country boys featuring artists like Thomas Rhett, Luke Bryan and more!",6om6fcgTdIxO6hvyTnyCra,Country Boys,59
120,"A <a href=""http://www.digster.fm/country"">Country playlist</a> for every country girl featuring music from Shania Twain, Carrie Underwood and more!",5jPUXbQIpHzvf8Do4Q4LmB,Country Girls,52
121,The very best of what Real Country Music is all about!,3bkAgffdkAhkJeVuFuhZWl,Real Country,67
122,"A Latin playlist of our favorite Latin pop hits from artists like J Balvin, Bad Gyal and more.",5D6S8krP6o3ZGjOHnEXBSL,Latin Vibes,92
123,"La Nueva Raza. Check out the new breed in this great <a href=""http://digster.fm/latino"">Latin playlist!</a>",3fXujcocUoHR9FvKG3A9ws,La Nueva Raza,54
124,"Enjoy dancing to the beat of the hottest <a href=""http://www.digster.fm/latino"">Latin playlist</a>.",3QxjBtbP6EgMmHhoBv3x9N,Hot Tropical Ones,100
125,"Lo mejor del Reggaeton de hoy. This Latin playlist features the best of today's Reggaeton including Jenn Morel, J Balvin, Nacho, Karol G and Chris Jeday.",4xoJDFFsp4wlQ8T5MdHe70,Reggaeton Flow,100
126,"Discover new gems on this hip hop playlist with tracks from City Girls, Lil Baby, Moneybagg Yo and more!",5HYnMEFnXw6j9Xj8DIth0f,Rep The Set,47
127,Discover our selection for 2020 with 100 amazing songs we found through the year.,4AYICbL5sVxV3cP8eVJ6Fn,Best of 2020 : Indie / Alternative Songs,100
128,"sad songs 2020 &amp; more classics and love songs. Let your tears out with this sad playlist. Try + sad playlists like <a href=""spotify:playlist:6XFfCL23a4TwyxuhEY2cXb"">'Sad and I don't Care'</a> and <a href=""spotify:playlist:0RRzozSRGXUD8tyJMEEZL8"">Heartbroken songs</a> to feed your sadness. ",7ABD15iASBIpPP5uJ5awvq,Sad Songs 😢 for crying yourself to sleep,200
129,"Genre-less crushes : Updated every Friday with new tracks on the top.  Check out <a href=""spotify:playlist:0cnNivIcBiCI50ozDfcHyb"">Alternative New Music Friday</a> for more weekly releases. ",1Xf54FJR8oUgoWCphKB6EH,Friday Crush ( Love At First Listen) 'New Music 2020 - 2021' ,169
130,"NEW Indie/Alternative 2021 songs; suggestions for you to enjoy &amp; maybe to discover something new. Updated monthly, so check our previous playlists here : II <a href=""https://open.spotify.com/user/monthlyindiemono"">LISTEN PREVIOUS MONTHLY PLAYLISTS</a>  (curating monthly playlists since 2010)",6QBeETVQOte10WDZXiCesw,NEW Indie / Alternative : January 2021 Songs & Best Indie Vibe 2020 by indiemono,70
131,music to be in harmony with nature. (farmcore &amp; countrycore aesthetic songs) ,64n9lLEzaNu0CtOii81qrA,Cottagecore Aesthetic  Songs 🍏🦋🍄🍃,70
132,"Indie, Oldies, Alternative songs &amp; Pop Music; Top Love &amp; Sad Songs from 2020 to 90s. All you need is love❤ Try <a href=""spotify:playlist:5x3u8nf1jOIINfDpxpwIXS"">'Aesthetic Songs'</a>  and <a href=""spotify:playlist:0RRzozSRGXUD8tyJMEEZL8"">Heartbroken songs</a> for your sad days. ",5KbTzqKBqxQRD8OBtJTZrS,"Love Songs❤ (2020, 2010s, 2000s & 90s)",182
133,"NEW indie / alt music every week - A weekly mix updated every Monday ⚠️ save your favourites ⚠️   Try also <a href=""spotify:playlist:1Xf54FJR8oUgoWCphKB6EH"">Friday Crush</a> playlist.",0YIhKc7IHgUqMIJIkGDIOA,INDIE PLAYLIST 2021 : WEEKLY ROTATION,20
134,"NEW HITS 2020 &amp; TOP VIRAL 2020 Pop Songs. Top Hits Playlist : The most hottest songs hitting the charts.  Pop Songs, Hip Hop &amp; Rap, EDM Hits &amp; Latin Global Hits. Best Hits 2020 &amp; Latest songs. Try also our playlist : <a href=""spotify:playlist:06S64oWn7uGnfGrwjh5IWb"">Top Party Hits</a>",4e36iSHdNaSDaIfOKmCvXd,2020 HITS VIRAL 🍍 ( Best Hits 2020 & Top Global 2021 Hits) 🍍 ,183
135,"A perfect ambient for your darkest reading sessions 📚📚 Try also our <a href=""spotify:playlist:6axqVadXK6WbD7hZ3kY1Iy"">505 Indie Vibes playlist</a>",4qrMDPohyqGMvlKYq5T7F3,Dark Academia Aesthetic Vibes 🍂🍂 ,70
136,"Oldies, Alternative &amp; Pop Hits and Happy Indie music! More than 11h of Happy music ☺ Take a listen to other happy playlists  like <a href=""spotify:playlist:6NyANZ6bIdvrrEtNFeA3SD"">Good Vibrations</a> &amp; <a href=""spotify:playlist:1Qjn8ayJjtiFGzATmW5150"">HAPPY MORNING! </a> Just Smile, Happy Songs☺",4AnAUkQNrLKlJCInZGSXRO,"Happy Songs ☺ (80s, 90s, 2000s, 2010s & 2020s)  ☺  Best Happy Hits & Oldies Songs",213
137,sticky like chewing gum ,5GtTGOCkyvAcspf9ZxJuTR,"catchy indie songs, you may or may not know. ",67
138,"DISCOVER FIRST brilliant songs with less than 30k streams on Spotify.  Fresh lo-fi indie, folk indie, bedroom pop, indie garage rock, indie pop &amp; dream pop  /This playlist was created 4 years ago some artists are well known right now &lt;3",6vzF35vaWnO6B28hmk3EAQ,Undiscovered Indie & Brilliant by indiemono ,106
